Date,DailyYield
21/10/2011,0.0000008
20/10/2011,0.0000012
19/10/2011,0.0000012
18/10/2011,0.0000016
17/10/2011,0.0000016
14/10/2011,0.0000008
13/10/2011,0.0000008
12/10/2011,0.0000008
11/10/2011,0.0000008
10/10/2011,0.0000004
07/10/2011,0.0000004
06/10/2011,0.0000004
05/10/2011,0
04/10/2011,0.0000004
03/10/2011,0.0000008
30/09/2011,0.0000008
29/09/2011,0.0000008
28/09/2011,0.0000008
27/09/2011,0.0000004
26/09/2011,0.0000008
23/09/2011,0.0000004
22/09/2011,0
21/09/2011,0.0000004
20/09/2011,0.0000004
19/09/2011,0.0000004
16/09/2011,0.0000004
15/09/2011,0.0000004
14/09/2011,0.0000004
13/09/2011,0.0000004
12/09/2011,0.0000004
09/09/2011,0.0000004
08/09/2011,0.0000008
07/09/2011,0.0000008
06/09/2011,0.0000008
02/09/2011,0.0000008
01/09/2011,0.0000008
31/08/2011,0.0000008
30/08/2011,0.0000004
29/08/2011,0.0000008
26/08/2011,0.0000004
25/08/2011,0.0000004
24/08/2011,0.0000008
23/08/2011,0.0000004
22/08/2011,0.0000004
19/08/2011,0.0000008
18/08/2011,0.0000004
17/08/2011,0.0000004
16/08/2011,0.0000012
15/08/2011,0.0000008
12/08/2011,0.0000008
11/08/2011,0.0000012
10/08/2011,0.0000008
09/08/2011,0.0000012
08/08/2011,0.000002
05/08/2011,0.0000004
04/08/2011,0.0000008
03/08/2011,0.0000008
02/08/2011,0.0000024
01/08/2011,0.000004
29/07/2011,0.000004
28/07/2011,0.0000028
27/07/2011,0.0000032
26/07/2011,0.0000028
25/07/2011,0.000002
22/07/2011,0.000002
21/07/2011,0.000002
20/07/2011,0.0000008
19/07/2011,0.0000012
18/07/2011,0.0000008
15/07/2011,0.0000008
14/07/2011,0.0000004
13/07/2011,0.0000004
12/07/2011,0.0000012
11/07/2011,0.0000012
08/07/2011,0.0000012
07/07/2011,0.0000012
06/07/2011,0.0000004
05/07/2011,0.0000008
01/07/2011,0.0000008
30/06/2011,0.0000012
29/06/2011,0.0000008
28/06/2011,0.0000012
27/06/2011,0.0000008
24/06/2011,0.0000008
23/06/2011,0.0000004
22/06/2011,0.0000008
21/06/2011,0.0000012
20/06/2011,0.0000012
17/06/2011,0.0000016
16/06/2011,0.000002
15/06/2011,0.000002
14/06/2011,0.000002
13/06/2011,0.000002
10/06/2011,0.000002
09/06/2011,0.000002
08/06/2011,0.0000016
07/06/2011,0.000002
06/06/2011,0.000002
03/06/2011,0.0000016
02/06/2011,0.0000016
01/06/2011,0.000002
31/05/2011,0.0000024
27/05/2011,0.000002
26/05/2011,0.000002
25/05/2011,0.0000024
24/05/2011,0.0000024
23/05/2011,0.0000024
20/05/2011,0.000002
19/05/2011,0.000002
18/05/2011,0.000002
17/05/2011,0.0000016
16/05/2011,0.0000016
13/05/2011,0.0000012
12/05/2011,0.0000008
11/05/2011,0.0000012
10/05/2011,0.0000012
09/05/2011,0.0000012
06/05/2011,0.0000008
05/05/2011,0.0000008
04/05/2011,0.0000012
03/05/2011,0.0000012
02/05/2011,0.000002
29/04/2011,0.0000016
28/04/2011,0.0000016
27/04/2011,0.0000024
26/04/2011,0.0000028
25/04/2011,0.0000028
21/04/2011,0.0000024
20/04/2011,0.0000024
19/04/2011,0.0000024
18/04/2011,0.0000028
15/04/2011,0.0000028
14/04/2011,0.0000028
13/04/2011,0.0000024
12/04/2011,0.000002
11/04/2011,0.000002
08/04/2011,0.0000016
07/04/2011,0.0000016
06/04/2011,0.0000024
05/04/2011,0.0000028
04/04/2011,0.0000024
01/04/2011,0.0000028
31/03/2011,0.0000036
30/03/2011,0.000004
29/03/2011,0.000004
28/03/2011,0.0000044
25/03/2011,0.0000036
24/03/2011,0.0000036
23/03/2011,0.0000036
22/03/2011,0.000004
21/03/2011,0.000004
18/03/2011,0.0000028
17/03/2011,0.0000032
16/03/2011,0.000004
15/03/2011,0.000004
14/03/2011,0.0000036
11/03/2011,0.0000032
10/03/2011,0.0000032
09/03/2011,0.000004
08/03/2011,0.0000044
07/03/2011,0.0000044
04/03/2011,0.0000048
03/03/2011,0.0000052
02/03/2011,0.0000052
01/03/2011,0.0000056
28/02/2011,0.000006
25/02/2011,0.0000052
24/02/2011,0.0000052
23/02/2011,0.0000048
22/02/2011,0.0000048
18/02/2011,0.000004
17/02/2011,0.0000036
16/02/2011,0.0000048
15/02/2011,0.0000052
14/02/2011,0.0000052
11/02/2011,0.0000048
10/02/2011,0.0000048
09/02/2011,0.0000056
08/02/2011,0.000006
07/02/2011,0.0000064
04/02/2011,0.000006
03/02/2011,0.0000056
02/02/2011,0.0000064
01/02/2011,0.000006
31/01/2011,0.000006
28/01/2011,0.000006
27/01/2011,0.000006
26/01/2011,0.0000064
25/01/2011,0.0000064
24/01/2011,0.0000064
21/01/2011,0.0000064
20/01/2011,0.0000064
19/01/2011,0.0000064
18/01/2011,0.0000064
14/01/2011,0.000006
13/01/2011,0.000006
12/01/2011,0.000006
11/01/2011,0.000006
10/01/2011,0.000006
07/01/2011,0.0000056
06/01/2011,0.000006
05/01/2011,0.0000056
04/01/2011,0.0000056
03/01/2011,0.000006
31/12/2010,0.0000048
30/12/2010,0.0000048
29/12/2010,0.0000052
28/12/2010,0.000006
27/12/2010,0.0000068
23/12/2010,0.0000056
22/12/2010,0.0000056
21/12/2010,0.0000056
20/12/2010,0.0000056
17/12/2010,0.0000044
16/12/2010,0.0000052
15/12/2010,0.0000056
14/12/2010,0.000006
13/12/2010,0.000006
10/12/2010,0.0000052
09/12/2010,0.0000056
08/12/2010,0.000006
07/12/2010,0.0000056
06/12/2010,0.000006
03/12/2010,0.0000056
02/12/2010,0.0000064
01/12/2010,0.0000064
30/11/2010,0.0000068
29/11/2010,0.0000072
26/11/2010,0.0000064
24/11/2010,0.0000064
23/11/2010,0.000006
22/11/2010,0.000006
19/11/2010,0.0000056
18/11/2010,0.000006
17/11/2010,0.0000056
16/11/2010,0.000006
15/11/2010,0.0000056
12/11/2010,0.0000052
11/11/2010,0.0000052
10/11/2010,0.0000052
09/11/2010,0.0000052
08/11/2010,0.0000052
05/11/2010,0.0000052
04/11/2010,0.0000052
03/11/2010,0.0000052
02/11/2010,0.0000052
01/11/2010,0.0000052
29/10/2010,0.0000048
28/10/2010,0.0000052
27/10/2010,0.0000056
26/10/2010,0.0000056
25/10/2010,0.0000056
22/10/2010,0.0000052
21/10/2010,0.0000052
20/10/2010,0.0000056
19/10/2010,0.0000056
18/10/2010,0.000006
15/10/2010,0.0000056
14/10/2010,0.0000056
13/10/2010,0.0000052
12/10/2010,0.0000052
11/10/2010,0.0000048
08/10/2010,0.0000048
07/10/2010,0.0000052
06/10/2010,0.0000052
05/10/2010,0.0000048
04/10/2010,0.0000052
01/10/2010,0.0000064
30/09/2010,0.0000064
29/09/2010,0.0000064
28/09/2010,0.0000064
27/09/2010,0.0000064
24/09/2010,0.000006
23/09/2010,0.0000064
22/09/2010,0.0000064
21/09/2010,0.0000068
20/09/2010,0.0000068
17/09/2010,0.0000064
16/09/2010,0.0000064
15/09/2010,0.000006
14/09/2010,0.000006
13/09/2010,0.000006
10/09/2010,0.0000056
09/09/2010,0.0000056
08/09/2010,0.0000056
07/09/2010,0.0000056
03/09/2010,0.0000056
02/09/2010,0.0000056
01/09/2010,0.0000052
31/08/2010,0.0000056
30/08/2010,0.0000056
27/08/2010,0.000006
26/08/2010,0.0000064
25/08/2010,0.0000064
24/08/2010,0.0000064
23/08/2010,0.0000064
20/08/2010,0.000006
19/08/2010,0.0000064
18/08/2010,0.0000064
17/08/2010,0.0000068
16/08/2010,0.0000064
13/08/2010,0.000006
12/08/2010,0.0000064
11/08/2010,0.000006
10/08/2010,0.000006
09/08/2010,0.000006
06/08/2010,0.000006
05/08/2010,0.000006
04/08/2010,0.0000064
03/08/2010,0.0000064
02/08/2010,0.0000064
30/07/2010,0.000006
29/07/2010,0.000006
28/07/2010,0.000006
27/07/2010,0.000006
26/07/2010,0.0000064
23/07/2010,0.0000064
22/07/2010,0.0000064
21/07/2010,0.0000064
20/07/2010,0.0000064
19/07/2010,0.0000068
16/07/2010,0.000006
15/07/2010,0.000006
14/07/2010,0.000006
13/07/2010,0.000006
12/07/2010,0.0000064
09/07/2010,0.0000064
08/07/2010,0.000006
07/07/2010,0.0000064
06/07/2010,0.0000068
02/07/2010,0.0000068
01/07/2010,0.0000068
30/06/2010,0.0000072
29/06/2010,0.000006
28/06/2010,0.0000068
25/06/2010,0.0000052
24/06/2010,0.0000052
23/06/2010,0.0000052
22/06/2010,0.0000052
21/06/2010,0.0000048
18/06/2010,0.0000044
17/06/2010,0.0000036
16/06/2010,0.000004
15/06/2010,0.0000036
14/06/2010,0.0000028
11/06/2010,0.0000032
10/06/2010,0.000004
09/06/2010,0.000004
08/06/2010,0.0000048
07/06/2010,0.0000048
04/06/2010,0.0000056
03/06/2010,0.0000056
02/06/2010,0.0000064
01/06/2010,0.0000064
28/05/2010,0.0000064
27/05/2010,0.0000068
26/05/2010,0.0000068
25/05/2010,0.0000068
24/05/2010,0.0000068
21/05/2010,0.0000068
20/05/2010,0.0000068
19/05/2010,0.0000068
18/05/2010,0.0000068
17/05/2010,0.0000064
14/05/2010,0.0000064
13/05/2010,0.0000064
12/05/2010,0.0000064
11/05/2010,0.0000064
10/05/2010,0.0000064
07/05/2010,0.0000052
06/05/2010,0.0000044
05/05/2010,0.000006
04/05/2010,0.0000064
03/05/2010,0.0000068
30/04/2010,0.0000064
29/04/2010,0.0000068
28/04/2010,0.0000064
27/04/2010,0.0000064
26/04/2010,0.0000064
23/04/2010,0.0000064
22/04/2010,0.0000064
21/04/2010,0.000006
20/04/2010,0.0000064
19/04/2010,0.0000064
16/04/2010,0.0000064
15/04/2010,0.0000064
14/04/2010,0.0000064
13/04/2010,0.0000064
12/04/2010,0.0000064
09/04/2010,0.0000064
08/04/2010,0.0000068
07/04/2010,0.0000068
06/04/2010,0.0000068
05/04/2010,0.0000072
01/04/2010,0.0000064
31/03/2010,0.0000064
30/03/2010,0.0000064
29/03/2010,0.000006
26/03/2010,0.0000056
25/03/2010,0.0000056
24/03/2010,0.0000056
23/03/2010,0.0000056
22/03/2010,0.000006
19/03/2010,0.0000064
18/03/2010,0.0000064
17/03/2010,0.000006
16/03/2010,0.0000064
15/03/2010,0.0000068
12/03/2010,0.000006
11/03/2010,0.0000064
10/03/2010,0.000006
09/03/2010,0.0000064
08/03/2010,0.0000064
05/03/2010,0.000006
04/03/2010,0.0000056
03/03/2010,0.0000056
02/03/2010,0.0000056
01/03/2010,0.0000052
26/02/2010,0.0000052
25/02/2010,0.0000052
24/02/2010,0.0000048
23/02/2010,0.0000048
22/02/2010,0.0000044
19/02/2010,0.0000044
18/02/2010,0.000004
17/02/2010,0.000004
16/02/2010,0.000004
12/02/2010,0.000004
11/02/2010,0.0000044
10/02/2010,0.0000044
09/02/2010,0.0000048
08/02/2010,0.0000048
05/02/2010,0.000004
04/02/2010,0.0000036
03/02/2010,0.000004
02/02/2010,0.000004
01/02/2010,0.000004
29/01/2010,0.0000032
28/01/2010,0.0000032
27/01/2010,0.0000032
26/01/2010,0.0000028
25/01/2010,0.0000024
22/01/2010,0.0000024
21/01/2010,0.0000024
20/01/2010,0.000002
19/01/2010,0.0000024
15/01/2010,0.0000024
14/01/2010,0.000002
13/01/2010,0.0000024
12/01/2010,0.000002
11/01/2010,0.0000016
08/01/2010,0.000002
07/01/2010,0.000002
06/01/2010,0.0000024
05/01/2010,0.0000028
04/01/2010,0.0000032
31/12/2009,0.0000024
30/12/2009,0.000002
29/12/2009,0.000004
28/12/2009,0.0000044
24/12/2009,0.000002
23/12/2009,0.0000028
22/12/2009,0.0000032
21/12/2009,0.0000032
18/12/2009,0.000002
17/12/2009,0.0000016
16/12/2009,0.0000016
15/12/2009,0.000002
14/12/2009,0.0000016
11/12/2009,0.0000012
10/12/2009,0.0000008
09/12/2009,0.0000012
08/12/2009,0.0000012
07/12/2009,0.0000016
04/12/2009,0.0000024
03/12/2009,0.0000024
02/12/2009,0.000002
01/12/2009,0.0000024
30/11/2009,0.0000024
27/11/2009,0.0000012
25/11/2009,0.000002
24/11/2009,0.000002
23/11/2009,0.000002
20/11/2009,0.0000008
19/11/2009,0.0000008
18/11/2009,0.0000016
17/11/2009,0.0000024
16/11/2009,0.0000028
13/11/2009,0.0000024
12/11/2009,0.0000028
11/11/2009,0.0000028
10/11/2009,0.0000028
09/11/2009,0.0000028
06/11/2009,0.0000024
05/11/2009,0.0000016
04/11/2009,0.000002
03/11/2009,0.0000024
02/11/2009,0.0000024
30/10/2009,0.000002
29/10/2009,0.0000024
28/10/2009,0.0000028
27/10/2009,0.0000032
26/10/2009,0.0000032
23/10/2009,0.0000028
22/10/2009,0.0000024
21/10/2009,0.0000028
20/10/2009,0.0000032
19/10/2009,0.0000032
16/10/2009,0.0000028
15/10/2009,0.0000028
14/10/2009,0.0000028
13/10/2009,0.0000028
12/10/2009,0.0000028
09/10/2009,0.0000028
08/10/2009,0.0000024
07/10/2009,0.0000036
06/10/2009,0.0000032
05/10/2009,0.0000032
02/10/2009,0.000004
01/10/2009,0.000004
30/09/2009,0.0000056
29/09/2009,0.0000052
28/09/2009,0.0000044
25/09/2009,0.000004
24/09/2009,0.000004
23/09/2009,0.0000044
22/09/2009,0.0000044
21/09/2009,0.0000044
18/09/2009,0.0000032
17/09/2009,0.000004
16/09/2009,0.000004
15/09/2009,0.0000052
14/09/2009,0.0000056
11/09/2009,0.0000056
10/09/2009,0.0000056
09/09/2009,0.0000056
08/09/2009,0.0000056
04/09/2009,0.0000056
03/09/2009,0.000006
02/09/2009,0.0000056
01/09/2009,0.0000056
31/08/2009,0.000006
28/08/2009,0.000006
27/08/2009,0.000006
26/08/2009,0.000006
25/08/2009,0.0000068
24/08/2009,0.0000068
21/08/2009,0.0000068
20/08/2009,0.0000068
19/08/2009,0.0000068
18/08/2009,0.0000072
17/08/2009,0.0000072
14/08/2009,0.0000072
13/08/2009,0.0000068
12/08/2009,0.0000068
11/08/2009,0.0000072
10/08/2009,0.0000076
07/08/2009,0.0000072
06/08/2009,0.0000068
05/08/2009,0.0000072
04/08/2009,0.0000072
03/08/2009,0.0000076
31/07/2009,0.0000072
30/07/2009,0.0000072
29/07/2009,0.0000076
28/07/2009,0.0000076
27/07/2009,0.0000076
24/07/2009,0.0000072
23/07/2009,0.0000076
22/07/2009,0.0000076
21/07/2009,0.0000076
20/07/2009,0.0000076
17/07/2009,0.0000068
16/07/2009,0.0000076
15/07/2009,0.0000072
14/07/2009,0.0000072
13/07/2009,0.0000072
10/07/2009,0.0000072
09/07/2009,0.0000076
08/07/2009,0.0000072
07/07/2009,0.0000076
06/07/2009,0.0000076
02/07/2009,0.0000068
01/07/2009,0.0000068
30/06/2009,0.0000076
29/06/2009,0.000008
26/06/2009,0.0000076
25/06/2009,0.0000072
24/06/2009,0.0000076
23/06/2009,0.000008
22/06/2009,0.000008
19/06/2009,0.0000072
18/06/2009,0.0000072
17/06/2009,0.0000068
16/06/2009,0.0000068
15/06/2009,0.0000068
12/06/2009,0.0000072
11/06/2009,0.0000076
10/06/2009,0.0000072
09/06/2009,0.0000076
08/06/2009,0.0000076
05/06/2009,0.0000076
04/06/2009,0.0000056
03/06/2009,0.0000056
02/06/2009,0.0000056
01/06/2009,0.0000052
29/05/2009,0.0000056
28/05/2009,0.000006
27/05/2009,0.0000068
26/05/2009,0.0000072
22/05/2009,0.0000072
21/05/2009,0.0000076
20/05/2009,0.0000072
19/05/2009,0.0000072
18/05/2009,0.0000076
15/05/2009,0.0000068
14/05/2009,0.0000064
13/05/2009,0.0000068
12/05/2009,0.0000076
11/05/2009,0.0000076
08/05/2009,0.0000072
07/05/2009,0.0000072
06/05/2009,0.0000076
05/05/2009,0.0000076
04/05/2009,0.0000076
01/05/2009,0.000006
30/04/2009,0.0000056
29/04/2009,0.0000044
28/04/2009,0.0000052
27/04/2009,0.0000052
24/04/2009,0.000004
23/04/2009,0.000004
22/04/2009,0.0000056
21/04/2009,0.000006
20/04/2009,0.0000056
17/04/2009,0.0000056
16/04/2009,0.0000052
15/04/2009,0.000006
14/04/2009,0.0000068
13/04/2009,0.0000072
09/04/2009,0.0000072
08/04/2009,0.0000072
07/04/2009,0.000008
06/04/2009,0.000008
03/04/2009,0.0000084
02/04/2009,0.0000088
01/04/2009,0.0000088
31/03/2009,0.0000084
30/03/2009,0.0000072
27/03/2009,0.0000052
26/03/2009,0.000006
25/03/2009,0.0000076
24/03/2009,0.0000084
23/03/2009,0.0000088
20/03/2009,0.0000084
19/03/2009,0.000008
18/03/2009,0.0000084
17/03/2009,0.0000096
16/03/2009,0.0000096
13/03/2009,0.0000076
12/03/2009,0.0000084
11/03/2009,0.0000092
10/03/2009,0.0000096
09/03/2009,0.0000092
06/03/2009,0.000008
05/03/2009,0.000008
04/03/2009,0.0000104
03/03/2009,0.0000108
02/03/2009,0.0000112
27/02/2009,0.0000104
26/02/2009,0.0000108
25/02/2009,0.000012
24/02/2009,0.0000128
23/02/2009,0.000012
20/02/2009,0.0000108
19/02/2009,0.000012
18/02/2009,0.0000124
17/02/2009,0.0000128
13/02/2009,0.0000116
12/02/2009,0.0000116
11/02/2009,0.000012
10/02/2009,0.0000124
09/02/2009,0.0000128
06/02/2009,0.0000112
05/02/2009,0.0000116
04/02/2009,0.000012
03/02/2009,0.0000128
02/02/2009,0.0000108
30/01/2009,0.0000096
29/01/2009,0.0000092
28/01/2009,0.0000076
27/01/2009,0.0000052
26/01/2009,0.000006
23/01/2009,0.0000044
22/01/2009,0.000004
21/01/2009,0.0000044
20/01/2009,0.0000052
16/01/2009,0.0000048
15/01/2009,0.0000044
14/01/2009,0.0000048
13/01/2009,0.0000044
12/01/2009,0.0000048
09/01/2009,0.0000028
08/01/2009,0.0000036
07/01/2009,0.0000044
06/01/2009,0.0000056
05/01/2009,0.0000056
02/01/2009,0.0000032
31/12/2008,0.0000044
30/12/2008,0.000004
29/12/2008,0.0000024
26/12/2008,0.0000012
24/12/2008,0
23/12/2008,0.0000008
22/12/2008,0.0000004
19/12/2008,0.0000008
18/12/2008,0
17/12/2008,0.000002
16/12/2008,0.0000016
15/12/2008,0.0000016
12/12/2008,0.0000008
11/12/2008,0.0000004
10/12/2008,0
09/12/2008,0.0000012
08/12/2008,0.0000012
05/12/2008,0.0000008
04/12/2008,0.0000008
03/12/2008,0.0000008
02/12/2008,0.0000024
01/12/2008,0.0000028
28/11/2008,0.0000004
26/11/2008,0.000002
25/11/2008,0.000004
24/11/2008,0.0000052
21/11/2008,0.0000008
20/11/2008,0.0000012
19/11/2008,0.0000028
18/11/2008,0.0000048
17/11/2008,0.0000048
14/11/2008,0.0000056
13/11/2008,0.0000084
12/11/2008,0.0000072
11/11/2008,0.0000116
10/11/2008,0.0000116
07/11/2008,0.000012
06/11/2008,0.0000124
05/11/2008,0.0000156
04/11/2008,0.0000192
03/11/2008,0.0000196
31/10/2008,0.0000176
30/10/2008,0.000016
29/10/2008,0.0000244
28/10/2008,0.0000304
27/10/2008,0.0000336
24/10/2008,0.0000344
23/10/2008,0.0000384
22/10/2008,0.0000412
21/10/2008,0.0000436
20/10/2008,0.0000496
17/10/2008,0.000032
16/10/2008,0.000018
15/10/2008,0.0000088
14/10/2008,0.0000136
13/10/2008,0.0000096
10/10/2008,0.0000096
09/10/2008,0.0000232
08/10/2008,0.0000268
07/10/2008,0.0000324
06/10/2008,0.0000216
03/10/2008,0.00002
02/10/2008,0.0000248
01/10/2008,0.0000336
30/09/2008,0.000036
29/09/2008,0.0000384
26/09/2008,0.0000344
25/09/2008,0.00003
24/09/2008,0.00002
23/09/2008,0.0000324
22/09/2008,0.0000516
19/09/2008,0.0000388
18/09/2008,0.0000092
17/09/2008,0.0000012
16/09/2008,0.0000336
15/09/2008,0.0000412
12/09/2008,0.0000584
11/09/2008,0.0000632
10/09/2008,0.0000648
09/09/2008,0.0000652
08/09/2008,0.0000676
05/09/2008,0.000066
04/09/2008,0.0000664
03/09/2008,0.0000668
02/09/2008,0.0000676
29/08/2008,0.0000676
28/08/2008,0.0000684
27/08/2008,0.0000656
26/08/2008,0.0000672
25/08/2008,0.0000684
22/08/2008,0.0000668
21/08/2008,0.0000676
20/08/2008,0.0000672
19/08/2008,0.0000708
18/08/2008,0.0000716
15/08/2008,0.0000724
14/08/2008,0.000074
13/08/2008,0.0000728
12/08/2008,0.0000732
11/08/2008,0.0000736
08/08/2008,0.0000668
07/08/2008,0.0000652
06/08/2008,0.0000644
05/08/2008,0.0000688
04/08/2008,0.0000688
01/08/2008,0.0000652
31/07/2008,0.000066
30/07/2008,0.0000668
29/07/2008,0.0000676
28/07/2008,0.000068
25/07/2008,0.0000684
24/07/2008,0.0000648
23/07/2008,0.0000624
22/07/2008,0.0000608
21/07/2008,0.0000584
18/07/2008,0.000058
17/07/2008,0.000056
16/07/2008,0.000054
15/07/2008,0.0000548
14/07/2008,0.00006
11/07/2008,0.0000632
10/07/2008,0.0000656
09/07/2008,0.0000716
08/07/2008,0.0000732
07/07/2008,0.0000736
03/07/2008,0.0000724
02/07/2008,0.0000716
01/07/2008,0.0000736
30/06/2008,0.0000748
27/06/2008,0.0000656
26/06/2008,0.000068
25/06/2008,0.0000712
24/06/2008,0.000072
23/06/2008,0.000074
20/06/2008,0.0000732
19/06/2008,0.0000748
18/06/2008,0.0000756
17/06/2008,0.0000784
16/06/2008,0.0000816
13/06/2008,0.000078
12/06/2008,0.0000784
11/06/2008,0.0000768
10/06/2008,0.0000792
09/06/2008,0.0000744
06/06/2008,0.0000724
05/06/2008,0.0000728
04/06/2008,0.0000724
03/06/2008,0.0000728
02/06/2008,0.0000728
